gtdb_species_clade_id	n_genomes_with_emb	total_emb_variance	mean_emb_variance	phb_status	has_phaC	has_complete_pathway	gtdb_phylum	PHB status	genome_size_Mbp	mean_protein_count
s__Acidovorax_temperans--RS_GCF_006716905.1	5	0.6780759640208953	0.01059493693782649	complete	1	1	Pseudomonadota	phaC+	4.1019849	3989.2
s__Acidulodesulfobacterium_A_sp021781285--GB_GCA_021781285.1	6	0.33916286267820284	0.005299419729346919	absent	0	0	SZUA-79	phaC-	1.6879923333333333	1866.8333333333333
s__Acidulodesulfobacterium_ferriphilum--GB_GCA_004195035.1	5	0.4088965120119531	0.006389008000186767	absent	0	0	SZUA-79	phaC-	1.7726566000000001	1758.2
s__Acinetobacter_baumannii--RS_GCF_009759685.1	3455	0.6877232478979538	0.010745675748405528	complete	1	1	Pseudomonadota	phaC+	3.9769275042876484	3817.4665262524445
s__Acinetobacter_bereziniae--RS_GCF_000368925.1	30	0.5498249818192812	0.008591015340926269	complete	1	1	Pseudomonadota	phaC+	4.633282229508197	4396.262295081967
s__Acinetobacter_haemolyticus--RS_GCF_000369065.1	7	0.7472339192774922	0.011675529988710815	complete	1	1	Pseudomonadota	phaC+	3.5035897636363638	3385.5272727272727
s__Acinetobacter_indicus--RS_GCF_000488255.1	46	0.536112156547294	0.00837675244605147	complete	1	1	Pseudomonadota	phaC+	3.0218920785714287	2867.2642857142855
s__Acinetobacter_johnsonii--RS_GCF_000368045.1	10	0.7875610779765359	0.012305641843383373	complete	1	1	Pseudomonadota	phaC+	3.5010396	3439.5666666666666
s__Acinetobacter_junii--RS_GCF_000368765.1	8	0.8232746202724395	0.012863665941756867	complete	1	1	Pseudomonadota	phaC+	3.3531524342105263	3258.3552631578946
s__Acinetobacter_lactucae--RS_GCF_001605885.1	5	0.6690271285571847	0.010453548883706011	complete	1	1	Pseudomonadota	phaC+	3.925169388888889	3674.1111111111113
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1	74	0.5050742126741281	0.007891784573033252	complete	1	1	Pseudomonadota	phaC+	3.9241780121951217	3753.349593495935
s__Acinetobacter_oleivorans--RS_GCF_000196795.1	14	0.7267899462108067	0.011356092909543855	complete	1	1	Pseudomonadota	phaC+	4.102951413043478	3917.6521739130435
s__Acinetobacter_piscicola_A--RS_GCF_015218165.1	5	0.0	0.0	complete	1	1	Pseudomonadota	phaC+	4.008270285714286	3916.8571428571427
s__Acinetobacter_pittii--RS_GCF_000369045.1	106	0.618816934483623	0.009669014601306609	complete	1	1	Pseudomonadota	phaC+	4.007162016666666	3808.5805555555557
s__Acinetobacter_pittii_H--RS_GCF_002928115.1	5	0.3047629465228662	0.004761921039419784	complete	1	1	Pseudomonadota	phaC+	3.9511196	3731.3
s__Acinetobacter_pseudolwoffii--RS_GCF_002803605.1	19	0.40270458085097827	0.006292259075796535	complete	1	1	Pseudomonadota	phaC+	3.1108590689655173	2960.3793103448274
s__Acinetobacter_schindleri--RS_GCF_000368625.1	6	0.3412040270652569	0.005331312922894639	complete	1	1	Pseudomonadota	phaC+	3.1491673571428573	3021.5
s__Acinetobacter_seifertii--RS_GCF_000368065.1	16	0.7425397640115121	0.011602183812679877	complete	1	1	Pseudomonadota	phaC+	4.0930465499999995	3920.325
s__Acinetobacter_soli--RS_GCF_000760595.1	10	0.6860850044697215	0.010720078194839399	complete	1	1	Pseudomonadota	phaC+	3.324503521126761	3167.0845070422533
s__Acinetobacter_sp002018365--RS_GCF_002018365.1	77	0.43022977951810326	0.0067223403049703635	complete	1	1	Pseudomonadota	phaC+	3.5075912804878047	3387.0
s__Acinetobacter_sp002135245--RS_GCF_016599715.1	7	0.40257504602988153	0.006290235094216899	complete	1	1	Pseudomonadota	phaC+	3.4172365	3275.125
s__Acinetobacter_terrae--RS_GCF_013004375.1	7	0.1706312928571955	0.0026661139508936797	complete	1	1	Pseudomonadota	phaC+	3.401654875	3225.375
s__Acinetobacter_towneri--RS_GCF_000368785.1	38	0.4677637338369067	0.007308808341201668	complete	1	1	Pseudomonadota	phaC+	2.8800720606060604	2746.651515151515
s__Acinetobacter_ursingii--RS_GCF_000368825.1	7	0.828914229269387	0.012951784832334171	complete	1	1	Pseudomonadota	phaC+	3.440431763888889	3281.097222222222
s__Acinetobacter_variabilis--RS_GCF_000369625.1	29	0.5031000265844825	0.007860937915382539	complete	1	1	Pseudomonadota	phaC+	3.2909652978723405	3175.9148936170213
s__Acutalibacter_sp009936035--RS_GCF_009936035.1	6	0.49993012105576073	0.0078114081414962615	absent	0	0	Bacillota_A	phaC-	2.9380745714285714	2968.5714285714284
s__Acutalibacter_sp910574935--GB_GCA_910574935.1	7	0.0	0.0	precursors_only	0	0	Bacillota_A	phaC-	4.1800871428571424	4193.857142857143
s__Adlercreutzia_caecimuris--RS_GCF_000403355.2	5	0.4959231441313117	0.007748799127051746	precursors_only	0	0	Actinomycetota	phaC-	2.832208285714286	2327.714285714286
s__Adlercreutzia_equolifaciens--RS_GCF_000478885.1	5	0.26584795839395226	0.004153874349905504	precursors_only	0	0	Actinomycetota	phaC-	2.6628395499999997	2282.8
s__Adlercreutzia_hattorii--RS_GCF_011405655.1	10	0.21954399213637427	0.003430374877130848	complete	1	1	Actinomycetota	phaC+	2.4555560499999998	2239.6
s__Adlercreutzia_muris--RS_GCF_008831045.1	7	0.381788130907994	0.0059654395454374065	precursors_only	0	0	Actinomycetota	phaC-	2.7210723	2210.4
s__Aerococcus_urinae_D--RS_GCF_002884575.1	7	0.0	0.0	precursors_only	0	0	Bacillota	phaC-	2.100439888888889	1892.9259259259259
s__Aeromicrobium_sp001423335--RS_GCF_942548115.1	5	0.1802332440854606	0.002816144438835322	complete	1	1	Actinomycetota	phaC+	3.466795142857143	3454.1428571428573
s__Aeromonas_caviae--RS_GCF_000819785.1	39	0.6214669287432577	0.009710420761613402	complete	1	1	Pseudomonadota	phaC+	4.662578096153846	4334.139423076923
s__Aeromonas_dhakensis--RS_GCF_000820305.1	15	0.6811401142201102	0.010642814284689222	complete	1	1	Pseudomonadota	phaC+	4.8337205625	4338.015625
s__Aeromonas_hydrophila--RS_GCF_000014805.1	57	0.5519990814431387	0.008624985647549042	complete	1	1	Pseudomonadota	phaC+	4.924175893491124	4448.526627218935
s__Aeromonas_jandaei--RS_GCF_000819955.1	11	0.4862296282362165	0.007597337941190883	precursors_only	0	0	Pseudomonadota	phaC-	4.5839987037037035	4187.111111111111
s__Aeromonas_salmonicida--RS_GCF_001643305.1	7	0.5367458431308644	0.008386653798919756	complete	1	1	Pseudomonadota	phaC+	4.8128293375	4562.4375
s__Aeromonas_veronii--RS_GCF_000820225.1	62	0.8039532476171337	0.012561769494017714	complete	1	1	Pseudomonadota	phaC+	4.603656419512196	4182.424390243902
s__Agathobacter_faecis--RS_GCF_001406815.1	22	0.4386838295805958	0.00685443483719681	precursors_only	0	0	Bacillota_A	phaC-	3.033957015873016	2946.285714285714
s__Agathobacter_rectalis--GB_GCA_000020605.1	93	0.4276747316227313	0.006682417681605176	complete	1	1	Bacillota_A	phaC+	2.9436316842105263	2799.122807017544
s__Agathobacter_sp900543445--GB_GCA_900543445.1	8	0.28494872399707916	0.004452323812454362	precursors_only	0	0	Bacillota_A	phaC-	2.5244459375	2299.4375
s__Agathobaculum_butyriciproducens--GB_GCA_003096535.1	10	0.44664831616067413	0.006978879940010533	precursors_only	0	0	Bacillota_A	phaC-	2.5852415217391305	2476.086956521739
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1	26	0.2551294849384669	0.003986398202163545	complete	1	1	Pseudomonadota	phaC+	2.153336477987421	2088.2075471698113
s__Aggregatibacter_actinomycetemcomitans_A--RS_GCF_003130205.1	7	0.09106436458316572	0.0014228806966119644	absent	0	0	Pseudomonadota	phaC-	2.241613470588235	2179.764705882353
s__Agitococcus_sp002333125--GB_GCA_002333125.1	5	0.15439805515591637	0.0024124696118111933	complete	1	1	Pseudomonadota	phaC+	2.8905618333333334	3081.1666666666665
s__Agrobacterium_pusense--RS_GCF_900102105.1	7	0.674216892066027	0.010534638938531671	complete	1	1	Pseudomonadota	phaC+	5.3492847625	5165.525
s__Akkermansia_muciniphila--RS_GCF_000020225.1	107	0.4873479593253993	0.007614811864459364	absent	0	0	Verrucomicrobiota	phaC-	2.741359117408907	2331.65991902834
s__Akkermansia_muciniphila_B--RS_GCF_018847375.1	23	0.517372168626498	0.008083940134789032	precursors_only	0	0	Verrucomicrobiota	phaC-	3.094434	2624.9545454545455
s__Akkermansia_muciniphila_D--GB_GCA_004557455.1	5	0.17535763179342786	0.0027399629967723104	absent	0	0	Verrucomicrobiota	phaC-	2.4851482000000003	2166.2
s__Akkermansia_sp004167605--RS_GCF_004167605.1	70	0.048843385483492804	0.0007631778981795751	absent	0	0	Verrucomicrobiota	phaC-	3.1446230821917807	2662.109589041096
s__Albidovulum_sp024236495--GB_GCA_024236495.1	5	0.14372870699709478	0.002245761046829606	complete	1	1	Pseudomonadota	phaC+	2.739272	2722.1666666666665
s__Alcaligenes_faecalis--RS_GCF_002443155.1	14	0.7045629994623446	0.011008796866599134	complete	1	1	Pseudomonadota	phaC+	4.153460107142857	3832.714285714286
s__Alexandriicola_marinus--RS_GCF_004000435.1	35	0.0	0.0	complete	1	1	Pseudomonadota	phaC+	4.643520666666667	4573.25
s__Aliarcobacter_butzleri--RS_GCF_900187115.1	12	0.6458449142465411	0.010091326785102205	absent	0	0	Campylobacterota	phaC-	2.266890950617284	2298.246913580247
s__Aliarcobacter_cryaerophilus_A--RS_GCF_014352935.1	9	0.597790345415109	0.009340474147111078	absent	0	0	Campylobacterota	phaC-	2.073101814814815	2153.777777777778
s__Aliarcobacter_skirrowii--RS_GCF_003544835.1	7	0.29291521553002375	0.004576800242656621	absent	0	0	Campylobacterota	phaC-	1.8608844444444446	1940.611111111111
s__Alicycliphilus_denitrificans--RS_GCF_000204645.1	8	0.40529589751377604	0.006332748398652751	complete	1	1	Pseudomonadota	phaC+	4.509047461538462	4261.538461538462
s__Aliiroseovarius_crassostreae--RS_GCF_001307765.1	8	0.030673486915701778	0.0004792732330578403	complete	1	1	Pseudomonadota	phaC+	3.377557904761905	3250.809523809524
s__Aliivibrio_finisterrensis--RS_GCF_008933155.1	5	0.0	0.0	absent	0	0	Pseudomonadota	phaC-	4.198070818181819	3777.7272727272725
s__Aliivibrio_sifiae--RS_GCF_002954715.1	6	0.09708317268985014	0.0015169245732789085	absent	0	0	Pseudomonadota	phaC-	4.635928	4162.285714285715
s__Alistipes_A_indistinctus--GB_GCA_025144995.1	5	0.5757284188823846	0.008995756545037259	absent	0	0	Bacteroidota	phaC-	2.6952533333333335	2249.6666666666665
s__Alistipes_communis--RS_GCF_006542665.1	7	0.6130407831333442	0.009578762236458503	absent	0	0	Bacteroidota	phaC-	2.768151090909091	2277.4242424242425
s__Alistipes_finegoldii--RS_GCF_000265365.1	8	0.5607945402066692	0.008762414690729206	precursors_only	0	0	Bacteroidota	phaC-	3.3238893902439024	2831.8048780487807
s__Alistipes_onderdonkii--GB_GCA_025145285.1	20	0.5416162517768425	0.008462753934013164	precursors_only	0	0	Bacteroidota	phaC-	3.240180261904762	2717.4166666666665
s__Alistipes_putredinis--RS_GCF_000154465.1	19	0.45709584476633563	0.007142122574473994	precursors_only	0	0	Bacteroidota	phaC-	2.277663086956522	2082.8985507246375
s__Alistipes_shahii--GB_GCA_025145845.1	17	0.5427562504621639	0.008480566413471311	precursors_only	0	0	Bacteroidota	phaC-	3.0684464047619047	2534.5238095238096
s__Alloprevotella_sp004555425--GB_GCA_004555425.1	6	0.17535763179342786	0.0027399629967723104	absent	0	0	Bacteroidota	phaC-	2.216554111111111	1720.0
s__Alloprevotella_sp004556745--GB_GCA_004556745.1	5	0.11690508786228523	0.0018266419978482068	absent	0	0	Bacteroidota	phaC-	2.3752775	1929.1666666666667
s__Alloprevotella_sp004557185--GB_GCA_004557185.1	5	0.17535763179342786	0.0027399629967723104	precursors_only	0	0	Bacteroidota	phaC-	2.241070375	1801.75
s__Alloprevotella_sp900539625--GB_GCA_900539625.1	15	0.42899380311113056	0.006703028173611415	precursors_only	0	0	Bacteroidota	phaC-	2.484428142857143	1941.7619047619048
s__Alloprevotella_sp900540885--GB_GCA_900540885.1	15	0.12966822615900625	0.0020260660337344727	absent	0	0	Bacteroidota	phaC-	2.60442019047619	2119.904761904762
s__Alloprevotella_sp900541575--GB_GCA_900541575.1	6	0.11926595047021654	0.0018635304760971335	precursors_only	0	0	Bacteroidota	phaC-	2.9408486000000003	2555.3
s__Alloprevotella_timonensis--RS_GCF_900106785.1	30	0.15243922292847178	0.0023818628582573716	precursors_only	0	0	Bacteroidota	phaC-	2.7649285675675674	2246.162162162162
s__Allorhizobium_sp002796995--GB_GCA_002796995.1	7	0.4599587635430682	0.0071868556803604405	complete	1	1	Pseudomonadota	phaC+	5.143836142857142	4922.714285714285
s__Alteromonas_macleodii--RS_GCF_000172635.2	16	0.5167852274206551	0.008074769178447736	precursors_only	0	0	Pseudomonadota	phaC-	4.450454631578947	3936.561403508772
s__Altiarchaeum_hamiconexum--GB_GCA_001873845.1	9	0.11909801309614272	0.00186090645462723	precursors_only	0	0	Altiarchaeota	phaC-	1.3593313333333332	1346.888888888889
s__Aminobacterium_colombiense--RS_GCF_000025885.1	7	0.27515568776721255	0.004299307621362696	precursors_only	0	0	Synergistota	phaC-	1.9465573636363636	1958.1818181818182
s__Amylibacter_sp000153745--GB_GCA_000153745.1	10	0.07037714078834988	0.0010996428248179668	precursors_only	0	0	Pseudomonadota	phaC-	1.7210210714285714	1796.857142857143
s__Anaerobutyricum_hallii--RS_GCF_000173975.1	6	0.6392860738984247	0.009988844904662886	precursors_only	0	0	Bacillota_A	phaC-	3.40816009375	3095.5
s__Anaerobutyricum_soehngenii--RS_GCF_900209925.1	17	0.45499512770056305	0.007109298870321298	precursors_only	0	0	Bacillota_A	phaC-	3.0926527741935486	2827.064516129032
s__Anaeroglobus_micronuciformis--RS_GCF_000165735.1	12	0.2352107135238386	0.003675167398809978	precursors_only	0	0	Bacillota_C	phaC-	1.5514339523809524	1599.5714285714287
s__Anaerostipes_hadrus--RS_GCF_000332875.2	18	0.5074960813613654	0.007929626271271334	precursors_only	0	0	Bacillota_A	phaC-	2.8874766176470588	2823.3823529411766
s__Anaerostipes_hominis--RS_GCF_002270485.1	6	0.219087899116342	0.0034232484236928437	precursors_only	0	0	Bacillota_A	phaC-	3.2572698	3312.9
s__Anaerotardibacter_sp000435675--GB_GCA_000435675.1	6	0.38700703890705523	0.006046984982922738	precursors_only	0	0	Actinomycetota	phaC-	1.631401181818182	1470.1818181818182
s__Anaerotruncus_colihominis_A--RS_GCF_010206195.1	5	0.519406382056697	0.00811572471963589	precursors_only	0	0	Bacillota_A	phaC-	3.1718941666666667	3074.5
s__Anaerotruncus_sp000403395--RS_GCF_000403395.2	7	0.45335541156356507	0.007083678305680704	precursors_only	0	0	Bacillota_A	phaC-	3.1933043333333333	3127.5555555555557
s__Anaerotruncus_sp003612625--GB_GCA_003612625.1	6	0.4384196598492077	0.006850307185143871	absent	0	0	Bacillota_A	phaC-	2.9970138333333334	3059.8333333333335
s__Anaerovibrio_sp900548165--RS_GCF_021531495.1	7	0.3917286798303092	0.006120760622348581	absent	0	0	Bacillota_C	phaC-	2.0579764	1947.55
s__Angelakisella_sp004554485--GB_GCA_004554485.1	5	0.4451194713645019	0.0069549917400703425	precursors_only	0	0	Bacillota_A	phaC-	1.3112486666666667	1329.888888888889
s__Angelakisella_sp004557855--GB_GCA_004557855.1	5	0.36792873024880546	0.005748886410137585	precursors_only	0	0	Bacillota_A	phaC-	1.6314819285714286	1508.357142857143
s__Angelakisella_sp900547385--GB_GCA_900547385.1	8	0.6795504990621942	0.010617976547846785	precursors_only	0	0	Bacillota_A	phaC-	1.7230822	1639.9333333333334
s__Aquarickettsia_rohweri--RS_GCF_003953955.1	9	0.17503705625399088	0.0027349540039686075	absent	0	0	Pseudomonadota	phaC-	1.2969033	1374.1
s__Aquicultor_A_secundus--GB_GCA_002783345.1	8	0.05359410589326422	0.0008374079045822535	absent	0	0	Actinomycetota	phaC-	2.143498125	2171.0
s__Aquiluna_sp002333405--GB_GCA_002333405.1	6	0.04443950793042835	0.000694367311412943	precursors_only	0	0	Actinomycetota	phaC-	1.22594475	1294.375
