root_og	n_genes	n_organisms	mean_importance	max_importance	taxonomic_tier	hypothesis_status	n_species	n_phyla	mean_fitness	any_strong_fitness	any_named_domain	any_gapmind
COG0463	21	10	15.605413063598396	23.979049341626805	kingdom	weak_lead	25781.0	139.0	1.7397817957142856	True	True	False
COG1215	14	11	15.985577317694707	23.97836597654206	kingdom	weak_lead	25721.0	139.0	1.255801866	True	True	False
COG1192	20	12	16.38468620368426	23.977589566367215	kingdom	weak_lead	25653.0	131.0	0.9066154509999999	True	True	True
COG1181	4	4	15.984968226128814	23.97745233919322	kingdom	weak_lead	25641.0	135.0	0.4926435675	False	True	True
COG1198	2	2	19.981086336607806	23.977303603929368	kingdom	true_knowledge_gap	25628.0	126.0	0.42007070999999996	False	True	False
COG0782	6	5	17.316453284761703	23.976627625054668	kingdom	weak_lead	25569.0	111.0	1.1989744233333333	True	True	False
COG0343	2	2	23.975754570213414	23.975754570213414	kingdom	true_knowledge_gap	25493.0	136.0	0.5675640500000001	False	False	False
COG1466	3	3	21.310829047775766	23.974682678747737	kingdom	true_knowledge_gap	25400.0	114.0	0.0	False	True	False
COG0317	4	5	17.579844655344907	23.97251543910669	kingdom	weak_lead	25213.0	118.0	0.568046612	False	True	True
COG0457	206	42	16.750018685264447	23.972503806433522	kingdom	weak_lead	25212.0	137.0	1.3443098704567307	True	True	True
COG0236	12	9	14.649792333194691	23.972387454318586	kingdom	weak_lead	25202.0	134.0	2.4716990408333337	True	True	True
COG0526	31	17	15.981506275770895	23.972259413656346	kingdom	weak_lead	25191.0	138.0	1.1756817064516127	True	True	True
COG0577	23	11	16.288708402548266	23.972061422618204	kingdom	weak_lead	25174.0	134.0	1.0229347661538462	True	True	True
COG1216	37	23	17.005275154094836	23.97129148227826	kingdom	weak_lead	25108.0	139.0	1.761952307948718	True	True	False
COG0628	51	22	15.253989322023177	23.97055464889356	kingdom	weak_lead	25045.0	120.0	0.9162482522545455	True	True	True
COG0778	8	7	15.978636765655189	23.967955148482783	kingdom	weak_lead	24824.0	138.0	0.703716657	True	True	True
COG0558	3	2	18.64117244823063	23.967221719153667	kingdom	weak_lead	24762.0	130.0	1.1854806833333333	True	True	False
COG0329	8	3	16.9767736611791	23.967209874605786	kingdom	weak_lead	24761.0	133.0	0.4367736225	False	True	False
COG2205	22	14	13.798207958271853	23.965308559103743	kingdom	weak_lead	24601.0	128.0	0.7785816327272728	True	True	True
COG1595	34	14	16.68158496107507	23.965093887741652	kingdom	weak_lead	24583.0	131.0	0.775539623235294	True	True	False
COG2256	1	1	23.963838496775026	23.963838496775026	kingdom	true_knowledge_gap	24478.0	127.0	0.6000542	False	False	False
COG1253	25	18	12.903598892585084	23.96382651480087	kingdom	weak_lead	24477.0	134.0	1.9872629384615383	True	True	True
COG1073	70	35	17.359477824037615	23.962469389008977	kingdom	weak_lead	24364.0	131.0	0.6999061913333333	True	True	True
COG1309	39	12	15.35993896223954	23.96150478109368	kingdom	weak_lead	24284.0	125.0	1.5939121110256413	True	True	True
COG0635	4	4	17.970838535896313	23.961118047861753	kingdom	weak_lead	24252.0	122.0	1.3982496850000001	True	False	True
COG0328	1	1	23.959833339420502	23.959833339420502	kingdom	true_knowledge_gap	24146.0	115.0	1.4953382	False	False	False
COG0546	14	8	19.96628473255089	23.95954167906107	kingdom	true_knowledge_gap	24122.0	136.0	0.9811232385714286	True	True	True
COG0758	4	5	14.375389110819672	23.95898185136612	kingdom	strong_hypothesis	24076.0	131.0	1.55457506	True	True	False
COG0640	10	9	18.149893166632634	23.957858979955073	kingdom	weak_lead	23984.0	135.0	1.024104328181818	True	True	False
COG0735	3	4	17.96838506338671	23.957846751182277	kingdom	weak_lead	23983.0	128.0	2.012176285	True	True	False
COG1396	41	17	18.113876938173725	23.957063047262025	kingdom	weak_lead	23919.0	130.0	1.135733269512195	True	True	False
COG1040	11	10	18.87502981988787	23.956768617549994	kingdom	weak_lead	23895.0	132.0	0.6873810727272728	False	True	False
COG0497	10	7	16.7695661234279	23.956523033468432	kingdom	weak_lead	23875.0	120.0	1.215622387	True	True	False
COG1846	24	19	19.298042885676967	23.956191168426578	kingdom	true_knowledge_gap	23848.0	122.0	0.7243628370833334	False	True	True
COG2244	20	13	17.965179210510726	23.95357228068097	kingdom	weak_lead	23636.0	136.0	0.9469430529999998	True	True	True
COG2267	49	25	15.968202578996866	23.9523038684953	kingdom	weak_lead	23534.0	114.0	0.8232828515094339	True	True	True
COG0673	5	3	15.967928215053053	23.95189232257958	kingdom	weak_lead	23501.0	135.0	0.8371278779999999	False	True	True
COG1570	3	3	18.628695639173987	23.95118010750941	kingdom	weak_lead	23444.0	119.0	0.6531309599999999	False	True	False
COG0346	67	32	15.850642887007025	23.949511515404776	kingdom	weak_lead	23311.0	125.0	1.3018080598550723	True	True	True
COG1544	5	5	17.56276279754072	23.949221996646436	kingdom	weak_lead	23288.0	122.0	0.520176872	False	True	False
COG0582	55	25	19.449364164148562	23.94884393346651	kingdom	weak_lead	23258.0	117.0	0.7566165852727271	True	True	False
COG0323	3	3	21.28769308352562	23.948654718966324	kingdom	true_knowledge_gap	23243.0	131.0	0.48371343333333333	False	True	True
COG0608	3	3	23.947111223461178	23.947111223461178	kingdom	true_knowledge_gap	23121.0	135.0	0.5344355466666667	False	False	False
COG0299	2	2	19.955714512194767	23.94685741463372	kingdom	true_knowledge_gap	23101.0	134.0	1.07081958	False	True	False
COG1670	29	19	15.706870220529467	23.946539844413778	kingdom	weak_lead	23076.0	121.0	1.0257443180645163	True	True	True
COG0793	13	7	15.350150418689736	23.94623465315599	kingdom	weak_lead	23052.0	128.0	0.9113076284615385	True	True	False
COG0125	1	1	23.94613285212329	23.94613285212329	kingdom	true_knowledge_gap	23044.0	141.0	0.7492215	False	False	False
COG0671	19	16	15.123696452809593	23.945852716948522	kingdom	weak_lead	23022.0	125.0	1.4649233536842106	True	True	True
COG0513	2	1	23.945342693739793	23.945342693739793	kingdom	true_knowledge_gap	22982.0	122.0	0.99998225	False	False	False
COG0726	18	13	16.406731573287924	23.94495959344724	kingdom	weak_lead	22952.0	134.0	1.8360780811111108	True	True	True
COG2755	38	21	16.17321175678924	23.94475506849316	kingdom	weak_lead	22936.0	120.0	1.1919623876315786	True	True	True
COG0845	52	21	15.655415256150512	23.943576274112548	kingdom	weak_lead	22844.0	131.0	1.2766114817307694	True	True	True
COG0318	19	12	13.168677176468162	23.943049411760292	kingdom	weak_lead	22803.0	121.0	2.134958142	True	True	True
COG0822	2	2	19.95139162898655	23.941669954783862	kingdom	true_knowledge_gap	22696.0	140.0	0.6853403	False	True	False
COG1917	72	34	19.381173963482198	23.94145019018389	kingdom	weak_lead	22679.0	130.0	0.7788213090909091	True	True	True
COG0534	6	4	15.960949549797022	23.941424324695532	kingdom	weak_lead	22677.0	119.0	1.5567117250000002	True	True	False
COG1077	1	1	23.939555989104793	23.939555989104793	kingdom	true_knowledge_gap	22533.0	126.0	1.0411539	False	False	False
COG0817	4	4	23.939021848383565	23.939021848383565	kingdom	true_knowledge_gap	22492.0	125.0	0.3707732225	False	False	False
COG0399	6	5	15.958441716898813	23.93766257534822	kingdom	weak_lead	22388.0	140.0	1.1422594933333334	True	True	False
COG0730	86	25	14.451223917202629	23.937610169599445	kingdom	weak_lead	22384.0	127.0	1.3984560338888887	True	True	True
COG0612	6	4	15.958197025539938	23.937295538309908	kingdom	weak_lead	22360.0	133.0	1.1101014416666666	True	True	False
COG0583	36	14	15.95817079043716	23.93725618565574	kingdom	weak_lead	22357.0	96.0	0.6831883536111112	False	True	False
COG0028	14	10	16.5278879536071	23.93694117418959	kingdom	weak_lead	22333.0	126.0	0.8057963942857143	True	True	False
COG0332	3	4	19.94727581534996	23.936730978419956	kingdom	weak_lead	22317.0	127.0	1.0598763500000001	False	True	True
COG2197	28	14	15.387526389912349	23.936152162085875	kingdom	weak_lead	22273.0	118.0	1.03904572	True	True	False
COG0664	25	12	17.232879241292743	23.934554501795475	kingdom	weak_lead	22152.0	121.0	0.9983265628000001	True	True	True
COG0739	6	4	18.615156240765685	23.93377230955588	kingdom	weak_lead	22093.0	124.0	1.1362771733333334	True	True	False
COG1011	9	8	19.147007227252363	23.933759034065453	kingdom	weak_lead	22092.0	130.0	0.7381335699999999	False	True	True
COG1249	2	3	21.274180917171666	23.933453531818124	kingdom	true_knowledge_gap	22069.0	130.0	0.24193460666666666	False	True	False
COG0507	4	4	15.955564797019807	23.933347195529713	kingdom	weak_lead	22061.0	112.0	1.02862056	True	True	False
COG0209	1	1	23.931867787075035	23.931867787075035	kingdom	true_knowledge_gap	21950.0	125.0	0.8877602	False	False	False
COG0446	6	7	15.95390929697319	23.930863945459784	kingdom	weak_lead	21875.0	124.0	0.8810315285714285	True	True	False
COG2001	7	8	12.962267817850874	23.930340586801613	kingdom	strong_hypothesis	21836.0	115.0	1.9054154250000002	True	True	False
COG0110	11	9	13.777128781438215	23.928697357234796	kingdom	weak_lead	21714.0	127.0	1.7940160327272727	True	True	True
COG0226	12	8	17.946472361227993	23.92862981497066	kingdom	weak_lead	21709.0	124.0	1.3326734341666666	True	True	False
COG0406	12	9	17.179257336823092	23.92825129057502	kingdom	weak_lead	21681.0	112.0	1.0173277938461538	True	True	True
COG0470	1	1	23.927180669835323	23.927180669835323	kingdom	true_knowledge_gap	21602.0	102.0	0.55149686	False	False	False
COG0053	11	10	15.951009763174746	23.92651464476212	kingdom	weak_lead	21553.0	127.0	1.4229822572727273	True	True	True
COG1388	11	9	20.30038293106852	23.92545131161647	kingdom	true_knowledge_gap	21475.0	111.0	0.8842744227272729	True	True	False
COG0220	2	2	15.949845102996731	23.924767654495096	kingdom	strong_hypothesis	21425.0	86.0	1.987963	True	True	True
COG1208	9	7	15.949315073732432	23.92397261059865	kingdom	weak_lead	21367.0	135.0	0.85830631	True	True	True
COG0596	26	17	14.767137164448373	23.922762206406365	kingdom	weak_lead	21279.0	107.0	1.0895706907407408	True	True	True
COG0300	4	4	17.942019962425807	23.92269328323441	kingdom	weak_lead	21274.0	110.0	0.76737346	False	True	True
COG1403	33	24	20.81962792877918	23.92042357774629	kingdom	true_knowledge_gap	21110.0	123.0	1.0103314391666667	True	True	False
COG1589	2	2	23.91946336596661	23.91946336596661	kingdom	true_knowledge_gap	21041.0	104.0	0.0	False	False	False
COG0515	20	16	16.32531585155171	23.918486015064133	kingdom	weak_lead	20971.0	119.0	0.714492781904762	True	True	True
COG2801	23	11	18.370574899014088	23.916408830791923	kingdom	weak_lead	20823.0	127.0	0.5561915465217392	True	True	True
COG0667	3	3	15.94410346260124	23.916155193901858	kingdom	weak_lead	20805.0	121.0	1.7199616333333332	True	True	False
COG1522	7	5	17.0826152730446	23.915661382262435	kingdom	weak_lead	20770.0	115.0	1.2795180185714286	True	True	False
COG0614	24	7	15.610753116714504	23.914345200073278	kingdom	weak_lead	20677.0	131.0	0.9104552866666666	True	True	True
COG2207	23	9	15.596312087004314	23.914345200073278	kingdom	weak_lead	20677.0	108.0	1.1085532152173911	True	True	True
COG0589	32	10	15.444415428455725	23.913933566641123	kingdom	weak_lead	20648.0	119.0	1.3235952865625	True	True	False
COG0847	6	6	21.25525949610424	23.912166933117273	kingdom	true_knowledge_gap	20524.0	109.0	0.7608221266666667	False	True	False
COG2227	21	14	14.802743465630757	23.912124059865068	kingdom	weak_lead	20521.0	131.0	1.2327648023809525	True	True	True
COG2304	42	24	15.755021516218129	23.910562065789865	kingdom	weak_lead	20412.0	126.0	1.5387679906976746	True	True	True
COG1502	13	9	17.166536747937794	23.910533327484785	kingdom	weak_lead	20410.0	119.0	0.7773118215384616	False	True	True
COG1898	3	3	13.283597690236308	23.910475842425356	kingdom	strong_hypothesis	20406.0	133.0	1.0779309	True	True	True
COG2177	4	4	15.938507503890232	23.907761255835347	kingdom	true_knowledge_gap	20218.0	96.0	3.22828625	True	True	True
COG0553	7	6	18.21419583330029	23.906132031206635	kingdom	weak_lead	20106.0	122.0	1.3290084857142852	True	True	False
COG1045	2	2	15.937382451262941	23.90607367689441	kingdom	true_knowledge_gap	20102.0	117.0	1.4689672	True	True	False
COG0846	11	9	16.661747904362564	23.905986123650635	kingdom	weak_lead	20096.0	116.0	0.4704692918181818	False	True	False
COG0741	17	12	18.034318388374714	23.905956933426946	kingdom	weak_lead	20094.0	113.0	0.9304597321052633	True	True	False
COG0535	3	2	21.2492070157417	23.90535789270941	kingdom	true_knowledge_gap	20053.0	137.0	0.8787723233333334	False	True	False
COG1476	5	4	14.342387907814594	23.903979846357657	kingdom	strong_hypothesis	19959.0	115.0	1.85607588	True	True	False
COG1961	18	12	19.47722110586758	23.903862266292034	kingdom	weak_lead	19951.0	117.0	0.6856474188888889	True	True	True
COG2608	16	9	15.437797084179888	23.903685807762407	kingdom	weak_lead	19939.0	112.0	1.6677802768749999	True	True	True
COG0834	62	22	16.56733567472242	23.902491927652953	kingdom	weak_lead	19858.0	104.0	0.6974991201587301	True	True	True
COG0183	1	1	23.90133765378621	23.90133765378621	kingdom	true_knowledge_gap	19780.0	117.0	0.33197534	False	False	False
COG1409	21	14	18.589617695193486	23.90093703667734	kingdom	weak_lead	19753.0	113.0	0.7915567114285715	True	True	False
COG0584	9	8	19.120690230587645	23.900862788234555	kingdom	weak_lead	19748.0	107.0	0.5819612540000001	False	True	False
COG0561	5	6	17.259599743131535	23.897907336643662	kingdom	weak_lead	19550.0	97.0	0.6689447949999999	False	True	True
COG0511	6	6	19.914597521233336	23.897517025480003	kingdom	true_knowledge_gap	19524.0	123.0	0.7835917433333334	False	True	False
COG0501	9	8	16.81658087420954	23.89724650545566	kingdom	weak_lead	19506.0	134.0	0.628604918888889	False	True	False
COG1573	10	9	16.594829194967726	23.89655404075353	kingdom	weak_lead	19460.0	132.0	0.6759695491666666	False	True	False
COG0347	4	4	17.922359005682605	23.896478674243472	kingdom	weak_lead	19455.0	124.0	4.523235424999999	True	False	False
COG0560	4	5	19.116107119752293	23.895133899690368	kingdom	weak_lead	19366.0	100.0	0.431608822	False	True	True
COG1418	7	5	18.20457824217419	23.893508942853625	kingdom	weak_lead	19259.0	133.0	1.0258406157142859	False	True	True
COG2919	3	3	18.583354146171754	23.892883902220824	kingdom	weak_lead	19218.0	89.0	0.17916843333333332	False	True	False
COG1680	21	13	17.066236607861484	23.892731251006076	kingdom	weak_lead	19208.0	107.0	0.6727768416666668	True	True	False
COG1266	8	5	14.932488818386258	23.891982109418013	kingdom	weak_lead	19159.0	113.0	1.5976054125	True	True	False
COG0591	3	3	18.58222372047317	23.89143049775122	kingdom	weak_lead	19123.0	108.0	0.6326545033333334	False	True	False
COG0598	3	3	18.581913361936124	23.891031465346444	kingdom	weak_lead	19097.0	117.0	0.7936061333333333	False	True	True
COG2199	7	4	18.20225727533784	23.890462673880915	kingdom	weak_lead	19060.0	130.0	0.6294943000000001	False	True	False
COG0693	11	9	15.925853736537306	23.88878060480596	kingdom	weak_lead	18951.0	121.0	0.6824292036363636	False	True	True
COG0715	10	8	15.925843418822826	23.88876512823424	kingdom	weak_lead	18950.0	99.0	0.9606883263636363	True	True	False
COG1061	2	2	19.907188168604762	23.888625802325713	kingdom	true_knowledge_gap	18941.0	119.0	0.667012035	False	True	False
COG1305	31	19	14.898060514857129	23.88826944623643	kingdom	weak_lead	18918.0	116.0	1.2358294122580644	True	True	True
COG0189	13	11	15.925461280128829	23.888191920193243	kingdom	weak_lead	18913.0	110.0	0.7430194375000001	True	True	True
COG3177	23	19	17.65637503096639	23.888036806601587	kingdom	weak_lead	18903.0	122.0	0.45502683260869575	False	True	False
COG0543	1	1	23.887570973002592	23.887570973002592	kingdom	true_knowledge_gap	18873.0	135.0	0.6926341	False	False	False
COG0365	2	2	19.90599814389117	23.887197772669406	kingdom	weak_lead	18849.0	115.0	0.81895875	False	True	True
COG1082	27	13	15.334300651610546	23.88612216885489	kingdom	weak_lead	18780.0	124.0	1.007747828148148	True	True	True
COG0683	22	15	15.923914792709127	23.88587218906369	kingdom	weak_lead	18764.0	123.0	1.2359930690909091	True	True	True
COG0665	16	11	15.922943298583855	23.884414947875783	kingdom	weak_lead	18671.0	106.0	1.035404951875	True	True	True
COG0791	12	8	15.2591759585935	23.88392758736374	kingdom	weak_lead	18640.0	99.0	1.6397488066666666	True	True	True
COG0474	9	9	19.460451810486898	23.88328176741574	kingdom	weak_lead	18599.0	119.0	0.8276246911111111	False	True	True
COG2050	83	29	14.595213537631079	23.883076697941767	kingdom	weak_lead	18586.0	109.0	1.3419285351190477	True	True	True
COG0823	26	19	16.53404404415563	23.882508063780353	kingdom	weak_lead	18550.0	110.0	1.0061160723076923	True	True	True
COG0248	6	5	19.90120569014155	23.881446828169857	kingdom	true_knowledge_gap	18483.0	105.0	1.47312643	True	True	False
COG3307	15	12	16.45158683686339	23.88133573093073	kingdom	weak_lead	18476.0	122.0	1.3449157340000002	True	True	False
COG1032	14	12	16.48943890832412	23.881256349986657	kingdom	weak_lead	18471.0	138.0	0.8265966007142858	True	True	False
COG1404	9	7	15.918269658059955	23.877404487089933	kingdom	weak_lead	18230.0	120.0	0.4582858422222223	False	True	True
COG0433	26	18	16.770694822401726	23.876921442063473	kingdom	weak_lead	18200.0	118.0	0.7996700882142856	True	True	True
COG0613	8	5	16.91214479782753	23.875969126344746	kingdom	weak_lead	18141.0	137.0	2.1696932437500003	True	True	True
COG2963	20	13	19.0999201174929	23.874900146866125	kingdom	weak_lead	18075.0	114.0	0.8967372930000002	True	True	False
COG3391	72	24	15.807335033887982	23.874526706354953	kingdom	weak_lead	18052.0	109.0	0.8629169910958904	True	True	True
COG0732	6	6	17.2425963612397	23.874364192485736	kingdom	weak_lead	18042.0	122.0	1.1456905	True	True	False
COG0419	20	15	15.552390693982078	23.871111297739933	kingdom	weak_lead	17843.0	115.0	1.1644218999999998	True	True	False
COG2333	8	8	18.89779388298029	23.870897536396157	kingdom	weak_lead	17830.0	122.0	0.6226012125	False	True	False
COG0803	5	5	19.09564969412844	23.86956211766055	kingdom	weak_lead	17749.0	124.0	0.85751963	False	True	False
COG0702	41	24	15.7356406808223	23.86866844843832	kingdom	weak_lead	17695.0	103.0	0.906816272	True	True	True
COG3706	27	14	15.90996587293939	23.864948809409086	kingdom	weak_lead	17472.0	130.0	0.8751347422222223	True	True	True
COG0663	8	5	13.920119909196387	23.86306270147952	kingdom	weak_lead	17360.0	121.0	1.96087990375	True	True	False
COG0784	6	4	18.559488743541944	23.862199813125358	kingdom	weak_lead	17309.0	125.0	0.7551881933333333	False	True	False
COG1807	13	8	14.072519409847207	23.862098129740914	kingdom	weak_lead	17303.0	122.0	2.175594586923077	True	True	False
COG2070	11	11	17.3539077386114	23.861623140590677	kingdom	weak_lead	17275.0	115.0	0.7462172509090909	True	True	True
COG1473	3	3	21.210331680525048	23.861623140590677	kingdom	true_knowledge_gap	17275.0	104.0	0.6872834766666666	False	True	True
COG0775	4	4	19.882283160107747	23.8587397921293	kingdom	weak_lead	17106.0	88.0	0.48256501	False	True	True
COG1055	3	2	18.556303675944847	23.858104726214805	kingdom	weak_lead	17069.0	116.0	0.6947365833333334	False	True	True
COG0655	2	2	19.88123791796008	23.857485501552098	kingdom	weak_lead	17033.0	116.0	0.475702655	False	True	False
COG2017	13	12	14.768482038405196	23.856778677423776	kingdom	weak_lead	16992.0	81.0	0.8289885485714285	True	True	True
COG0618	2	2	19.879133926942472	23.854960712330964	kingdom	weak_lead	16887.0	136.0	0.20617335	False	True	False
COG0303	1	1	23.854578373275288	23.854578373275288	kingdom	true_knowledge_gap	16865.0	116.0	1.1832892	False	False	False
COG2834	25	21	16.514382777740984	23.854108456736977	kingdom	weak_lead	16838.0	118.0	1.4498720888461536	True	True	False
COG0826	1	1	23.853881931814716	23.853881931814716	kingdom	true_knowledge_gap	16825.0	113.0	1.0847174	False	False	False
COG2334	12	9	15.901656045251206	23.85248406787681	kingdom	weak_lead	16745.0	86.0	0.8485605966666666	True	True	True
COG1555	14	10	17.604809412779748	23.851677268927396	kingdom	weak_lead	16699.0	105.0	0.5063972435714286	False	True	False
COG1752	28	18	16.467945258563084	23.850127615849985	kingdom	weak_lead	16611.0	117.0	0.7672239735714286	True	True	True
COG0464	6	6	19.873808109451662	23.848569731341993	kingdom	weak_lead	16523.0	116.0	0.5416172916666667	False	True	False
COG0610	4	4	13.910387326082088	23.84637827328358	kingdom	strong_hypothesis	16400.0	117.0	2.29898064	True	True	False
COG1199	5	5	17.486937131653228	23.84582336134531	kingdom	weak_lead	16369.0	118.0	0.5313310560000001	False	True	False
COG0599	16	15	16.364411513526946	23.84528534828212	kingdom	weak_lead	16339.0	104.0	0.7526950811764705	True	True	False
COG1538	28	11	13.907695665966395	23.841763998799536	kingdom	weak_lead	16144.0	123.0	1.3453296882142856	True	True	True
COG2885	61	18	15.50958618951297	23.841182076441427	kingdom	weak_lead	16112.0	109.0	1.248175645806451	True	True	False
COG3568	15	8	16.423310037548546	23.84028876418337	kingdom	weak_lead	16063.0	86.0	1.042322646	False	True	True
COG3206	24	18	14.304041747065881	23.840069578443135	kingdom	weak_lead	16051.0	120.0	1.9811097887999998	True	True	True
COG1733	14	8	15.39655812935581	23.83983194222835	kingdom	weak_lead	16038.0	89.0	1.065232150625	True	True	False
COG1943	29	10	21.35389834600698	23.836909781589185	kingdom	true_knowledge_gap	15879.0	127.0	0.6727309584375	True	True	False
COG1262	32	23	16.57205790909171	23.836521650063425	kingdom	weak_lead	15858.0	102.0	0.7589586488571428	True	True	True
COG0316	6	4	17.214717278696867	23.83576238588797	kingdom	weak_lead	15817.0	84.0	0.20668146666666667	False	True	True
COG1520	12	9	18.538709866813367	23.835484114474326	kingdom	weak_lead	15802.0	102.0	1.1445632491666666	True	True	True
COG0737	5	5	15.889641014082178	23.834461521123266	kingdom	weak_lead	15747.0	117.0	1.457352266	True	True	False
COG0811	2	2	19.85939837201628	23.831278046419534	kingdom	weak_lead	15577.0	122.0	1.5539223	True	False	False
COG4775	33	11	15.165058974696477	23.830806960237318	kingdom	weak_lead	15552.0	123.0	1.6973915427272726	True	True	True
COG1682	3	3	15.886915261095185	23.830372891642778	kingdom	true_knowledge_gap	15529.0	101.0	2.2363155333333338	True	True	True
COG2203	9	8	18.534484612722263	23.830051644928623	kingdom	weak_lead	15512.0	129.0	1.2055462544444444	True	True	False
COG1600	6	4	18.532342270088154	23.82729720439906	kingdom	true_knowledge_gap	15367.0	106.0	1.3668577	True	True	False
COG3409	22	15	16.245676142278935	23.826991675342434	kingdom	weak_lead	15351.0	85.0	1.0382491854545455	True	True	True
COG0622	5	6	17.207137363430586	23.825267118596198	kingdom	weak_lead	15261.0	117.0	1.1236260333333334	False	True	False
COG1322	15	16	15.385568793475842	23.82281619634969	kingdom	weak_lead	15134.0	105.0	1.19581615125	True	True	False
COG0221	1	1	23.820774261165443	23.820774261165443	kingdom	true_knowledge_gap	15029.0	86.0	1.7930655	False	False	False
COG0243	3	2	15.880099413335595	23.820149120003393	kingdom	strong_hypothesis	14997.0	107.0	2.0972812	True	True	True
COG0863	5	3	14.29166654386729	23.819444239778818	kingdom	strong_hypothesis	14961.0	128.0	0.48347154400000003	False	True	True
COG3547	13	6	17.10071679990725	23.818855542727956	kingdom	weak_lead	14931.0	114.0	0.13963685	False	True	False
COG2010	28	18	16.728803726911003	23.81727988238177	kingdom	weak_lead	14851.0	98.0	0.8522233649999998	True	True	False
COG3344	9	9	18.52421284593154	23.816845087626266	kingdom	weak_lead	14829.0	104.0	0.5737805355555556	False	True	False
COG1387	4	4	17.862381500868217	23.816508667824287	kingdom	weak_lead	14812.0	126.0	0.85067504	False	True	True
COG3311	13	9	17.09840543243956	23.815636138040812	kingdom	weak_lead	14768.0	109.0	1.0322638346153847	True	True	False
COG2172	4	4	19.84619789440164	23.815437473281968	kingdom	weak_lead	14758.0	116.0	0.8309572875	False	True	False
COG1651	17	13	16.317562369816482	23.81482075594838	kingdom	weak_lead	14727.0	79.0	1.6572863338888888	True	True	True
COG0603	5	4	19.050562548270207	23.81320318533776	kingdom	weak_lead	14646.0	115.0	0.6686573920000001	False	True	True
COG1018	6	5	15.875281799168192	23.81292269875229	kingdom	weak_lead	14632.0	96.0	0.8796967683333334	True	True	True
COG1479	12	9	16.536598700069383	23.81270212809991	kingdom	weak_lead	14621.0	111.0	0.9789891225000001	True	True	False
COG0348	5	5	15.87465273233783	23.811979098506743	kingdom	weak_lead	14585.0	114.0	1.590743048	True	True	False
COG2856	15	13	17.274568126217762	23.81089120100286	kingdom	weak_lead	14531.0	117.0	0.7042456723529412	False	True	True
