#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Mol Weight [kDa]	Iso El. Point	Pfam hits
NZ_CP061930.1_1328	123	14.2
NZ_CAKKLL010000005.1_310	210	23.7
NZ_JACNQK010000002.1_78	40	4.5
NZ_JAAHAX010000168.1_1	115	13.2
NZ_LKEL01000001.1_70	122	13.8
NZ_JAMGGC010000009.1_1	35	4.4
NZ_JAJKKF010000030.1_4	458	52.6
NZ_WJZN01000106.1_2	71	7.3
NZ_CP029597.1_3302	96	10.4
NZ_VKTV01000166.1_1	92	9.9
NZ_JAJQKS010000001.1_76	252	28.8
NZ_JAAFOZ010000082.1_5	102	11.2
NZ_BRHR01001358.1_1	60	6.5
VBSC01000065.1_2	231	25.9
CP056181.1_3709	203	23.4
NZ_VWXW01001095.1_1	492	52.8
NZ_UFBF01000009.1_81	90	10.0
NZ_UAQJ01000033.1_1	45	5.2
NZ_JAAWVE010000001.1_377	204	23.4
NZ_BRHK01000167.1_1	86	9.2
NZ_LJFL01000186.1_2	50	5.5
JAIOYQ010000087.1_1	410	45.8
NZ_JABVYK010000040.1_1	39	4.6
NZ_BEET01000002.1_3	83	9.7
LORG01000042.1_1	229	26.2
NJFP02000002.1_4372	42	4.8
NZ_CP099599.1_1955	138	12.1
NZ_FMUC01000021.1_61	185	21.2
NZ_RPMM01000757.1_1	38	4.2
NZ_VLML01001055.1_1	74	8.2
NZ_JAMXKN010000140.1_1	70	7.5
NZ_LRJI01000007.1_25	90	10.0
NZ_FOQB01000012.1_139	347	39.0
NZ_JAEHTE010000001.1_42	106	12.0
NZ_JACYCX010000173.1_1	92	9.9
NZ_PZMI02000004.1_77	49	5.7
NZ_JSWX01000084.1_1	22	2.5
NZ_JAHARY010000002.1_111	40	4.3
NZ_UTAB01000146.1_3	54	5.9
NZ_BRIW01000193.1_1	21	2.1
NZ_JADMXB010000031.1_22	42	4.6
DOAB01000291.1_2	242	NA8.0
NZ_CP021829.1_1647	100	11.2
LJQE01000364.1_1	279	32.3
NZ_QFLN01000876.1_1	78	8.4
NZ_MOBC01000148.1_2	22	2.1
NZ_JAIOGY010000097.1_2	149	16.4
NZ_JAJCPC010000222.1_1	72	7.8
NZ_JAENSS010000002.1_364	78	8.7
NZ_VLLW01001188.1_1	68	7.8
NZ_WKCF01000257.1_12	58	6.2
JACWNU010001057.1_1	96	10.6
NZ_FOPT01000050.1_7	123	13.4
NZ_SEIT01000020.1_55	1310	138.5
NZ_JVLB01000412.1_2	38	4.4
NZ_CAKLBP010000002.1_492	803	89.4
NZ_FKGT01000053.1_1	123	13.2
NZ_WISM01000038.1_16	105	11.9
NZ_PTSP01000145.1_2	297	33.4
NZ_LKEP01000023.1_100	203	23.9
NZ_CABDWZ010000001.1_1494	68	7.5
NZ_PDHZ01000026.1_61	48	5.6
DOAB01000235.1_10	283	NA6.1
NZ_JAENSW010000003.1_105	43	5.0
NZ_CP019911.1_2505	76	8.2
NZ_RBRA01000159.1_35	158	16.9
DXOP01000193.1_5	226	25.8
NZ_JAHBDS010000039.1_2	73	7.7
NNBS01000265.1_1	59	7.0
NZ_JAAFFE010000042.1_1	87	9.4
NZ_JANJQE010000004.1_5	40	4.5
NZ_QQYZ01000011.1_30	149	15.9
NZ_LGKS01000178.1_31	161	18.1
NZ_SNVI01000002.1_773	53	5.3
NZ_MOBL01000387.1_2	65	6.7
NZ_MVBB01000396.1_4	30	2.8
NZ_LJPX01000603.1_19	37	4.3
GG774706.1_369	39	5.0
NZ_CABGYN010000057.1_18	154	17.5
NZ_JACYWR010000008.1_130	69	7.5
NZ_FYDK01000003.1_295	74	8.3
NZ_JAKMWD010000054.1_2	92	10.7
NZ_JAEIKK010000093.1_1	27	2.9
NZ_PXKP01000442.1_1	54	6.2
NZ_RWHY01000068.1_19	110	12.5
NZ_JAJMNG010000675.1_1	307	31.6
NZ_RBRZ01000023.1_2	22	2.7
NZ_RPNP01000017.1_6	98	11.0
JAEXIU010000295.1_1	45	5.3
VWTA01000145.1_1	32	3.5
NZ_WJZG01000534.1_4	76	8.2
NZ_JADMWS010000246.1_1	33	4.0
NZ_MINE01000043.1_106	158	17.7
NZ_VLMK01000958.1_1	42	4.9
NZ_JAEKCQ010000023.1_17	41	4.5
NZ_JABVYP010000031.1_41	155	17.7
NZ_JAMOYL010000053.1_1	324	35.5
NZ_POHE01000166.1_1	40	4.9
NZ_POER01000214.1_1	78	8.7
JANUKQ010000001.1_4589	58	6.3
NZ_RWIR01000007.1_229	54	6.2
NZ_JAGLBM010000065.1_25	350	40.2
NZ_UTCF01000221.1_2	74	8.3
NZ_LGQV01000020.1_43	60	6.6
NZ_CP020120.1_1065	838	95.6
NZ_LJXB01000076.1_149	193	22.1
NZ_CP062804.1_1400	126	14.3
PNNT01000801.1_3	441	48.7
NZ_VLMM01001176.1_1	50	5.2
NZ_PIEA01000508.1_1	52	6.1
NZ_JPRX01000002.1_9	214	24.9
NZ_BRHV01000347.1_1	23	2.5
NZ_WFKA01000023.1_63	95	10.4
NZ_RXYU01000123.1_1	35	4.5
NZ_CP048108.1_2163	71	7.9
NZ_SZXB01000086.1_462	75	8.6
NZ_JABEXZ010000003.1_92	141	15.4
NZ_JANUHT010000001.1_2076	58	6.6
NZ_CP100497.1_2473	104	12.3
JANUOK010000006.1_2792	168	19.1
NZ_JACDUH010000003.1_185	150	17.1
NZ_JUHZ01000058.1_1	121	13.5
NZ_RBPP01000308.1_1	41	4.3
NZ_WJZK01000281.1_1	50	5.4
CAKQUS010000164.1_1	49	5.5
NZ_VOMK01000001.1_119	235	25.3
NZ_WKBO01000088.1_26	128	14.9
NZ_VMSH01000025.1_4	171	19.0
NZ_CABHGH010000007.1_176	281	30.5
NZ_MVOO01000007.1_6	273	30.1
NZ_JAJLIY010000124.1_1	501	49.6
NZ_JRSV01000055.1_1	45	4.9
CAJTLM010000015.1_37	55	6.2
NZ_RXQM01000038.1_1	103	9.8
NZ_BRHA01000335.1_1	90	9.6
NZ_VKUS01000300.1_1	90	9.8
NZ_FJYP01000001.1_269	143	16.8
NZ_CAKKLL010000002.1_755	227	26.7
NZ_CP079218.1_4444	60	6.8
NZ_JRXX01000040.1_57	382	42.4
NZ_BCBM01000169.1_3	371	39.9
NZ_RBUE01000110.1_10	154	17.9
NZ_FKDL01000009.1_7	487	56.7
NZ_BQHB01000042.1_39	730	77.6
NZ_CP071833.1_4155	85	9.3
NZ_AP024342.1_837	206	23.3
UJZH02000010.1_208	223	24.1
NZ_RBRW01000394.1_9	220	24.2
NZ_JYHI01000040.1_18	103	12.1
NZ_VDLW01000140.1_59	23	2.5
NZ_BRHK01000234.1_1	78	8.7
NZ_JACWOS010000206.1_1	158	15.7
NZ_AXBP01000009.1_1	67	7.0
CP043928.1_2204	64	7.2
NZ_LJRI01001120.1_4	140	17.1
NZ_JADNDW010000001.1_214	96	11.2
NZ_LNHV01000035.1_39	161	17.1
JAFAAK010000253.1_21	74	8.5
NZ_LYSO01000002.1_184	69	7.1
NZ_CP080416.1_3332	55	6.0
NZ_JANUKC010000003.1_2922	32	3.8
NC_018700.1_2166	240	26.3
NZ_JAGGPV010000005.1_206	108	11.7
NZ_QFLV01000993.1_1	79	8.9
JACWNF010000006.1_25	74	8.2
NZ_JABXOW010000025.1_2	98	11.1
NZ_JZYR01000127.1_1	44	5.5
NZ_JANAKF010000118.1_9	110	11.8
JAEWXM010000030.1_4	283	30.6
JAGODV010000294.1_1	158	17.5
NZ_AEME01000001.1_2308	29	3.4
NZ_JACYDE010000190.1_1	37	4.2
NZ_VNNK01000100.1_15	72	8.1
NZ_PDIH01000061.1_185	70	7.9
NZ_JH600604.1_4	43	4.6
NZ_JH600587.1_23	314	32.9
NZ_WKBD01000359.1_1	143	16.8
NZ_CAHW02000039.1_2	672	73.9
NZ_QFTT01000038.1_4	49	5.6
NZ_LPOU01000075.1_1	37	4.2
NZ_RPJE01000010.1_16	88	9.5
VIGF01000015.1_26	111	12.2
NZ_RBNV01000127.1_2	101	10.9
NZ_JAMGGX010000013.1_1	594	59.0
NZ_VKTX01000309.1_1	67	7.6
NZ_WFKC01000372.1_5	56	5.7
NZ_JAGGPV010000016.1_293	82	9.5
NZ_RBOW01000105.1_3	64	7.3
NZ_JH636035.1_208	112	13.0
DNYT01000176.1_6	85	9.7
NZ_GL384734.1_4	207	23.6
NZ_RBUL01000199.1_1	69	NA8.2
NZ_MRWY01000004.1_4	113	12.8
NZ_MOAU01000056.1_1	104	11.7
NZ_AAKL01000460.1_3	83	9.0
NZ_WKDH01000097.1_19	47	5.4
NZ_CABWVB010000010.1_18	246	27.3
NZ_JACVBI010000014.1_123	160	18.1
NZ_JH951477.1_82	169	17.4
NZ_CP032333.1_519	116	12.6
NZ_JACHIQ010000002.1_80	86	10.1
NZ_NXIM01000281.1_1	57	6.0
NZ_POFD01000191.1_1	75	7.5
RZVZ01000549.1_1	71	7.5
NZ_JAGYWY010000131.1_1	87	9.8
NZ_JAIFJZ010000001.1_2047	39	4.0
NZ_CABGQC010000055.1_6	303	NA8.5
JACWNU010001235.1_1	43	4.7
NC_008577.1_505	76	8.1
NZ_JANUIX010000002.1_734	223	25.0
NZ_WHOR01000013.1_1	83	8.8
NZ_JACAPT010000009.1_583	173	19.8
NZ_BRJL01000346.1_1	74	7.9
NZ_JACYNQ010000001.1_15	311	35.9
NZ_JAASIJ010000040.1_1	31	3.7
NZ_PXJY01000128.1_1	99	10.9
JACQGA010000632.1_3	41	4.6
NZ_VNSS01000051.1_2	120	13.9
NZ_CP050150.1_770	63	6.8
NZ_ATZD01000040.1_25	88	9.2
NZ_CP089395.1_487	51	5.4
NZ_GG699847.1_1	35	4.4
NZ_VLNJ01000447.1_1	86	9.2
NZ_LJQS01000228.1_10	290	33.1
NZ_JAFHNP010000233.1_1	42	4.6
NZ_AOKQ01000421.1_1	74	8.8
JAGLCV010000075.1_1	167	19.1
NZ_MINF01000031.1_1839	77	8.6
NZ_VABN01000010.1_145	217	23.6
NZ_RPLH01000169.1_6	173	17.9
NZ_JAKWII010000141.1_1	39	4.7
NZ_JANULP010000003.1_3649	63	7.1
NZ_AP011526.1_1600	84	9.5
NZ_CP034559.1_3	96	NA9.5
NZ_JACYNQ010000008.1_36	69	7.6
NZ_JAEHTE010000074.1_30	90	9.6
NZ_CP066862.1_79	71	7.9
NZ_WKCR01000081.1_1	107	10.8
NZ_RBOW01001017.1_50	200	21.4
NZ_JAFHMC010000210.1_9	45	5.1
NZ_CP058172.1_2101	80	9.3
NZ_JAAXYY010000004.1_58	100	10.9
NZ_JAHDTA010000021.1_67	76	8.5
NZ_VNQD01000042.1_1	42	4.7
NZ_QOOB01000184.1_22	91	10.6
NZ_JAGYGH010000042.1_39	67	7.9
BILR01000836.1_1	91	10.3
NZ_CP097646.1_3561	162	18.3
NZ_JAHMSF010000006.1_102	162	17.8
JAFHEQ010000007.1_36	87	10.2
NZ_VKUD01000508.1_1	32	3.4
CP081243.1_1676	103	10.9
NZ_CABWPG010000002.1_657	298	34.1
NZ_QPBK01000016.1_78	69	7.7
NZ_JAELUM010000024.1_10	126	13.6
NZ_CP025542.1_4429	60	6.4
NZ_CP056256.1_2437	120	12.9
NZ_PIEA01000938.1_2	77	8.4
NZ_VLMM01001194.1_1	76	8.1
NZ_WISW01000158.1_6	176	20.1
NZ_RPNM01000002.1_164	161	17.9
NZ_JUSE01000049.1_1	24	2.6
NZ_LJPX01000647.1_19	48	4.5
NZ_RPJQ01000064.1_35	70	8.1
NZ_JAHXRN010000108.1_1	89	9.7
NZ_BCBN01000046.1_44	37	4.3
NZ_JAJOZG010000042.1_1	40	4.6
NZ_POEZ01000345.1_1	86	9.5
SHNZ01000250.1_1	217	24.5
NZ_JANUJF010000005.1_9	84	9.6
NZ_CM001978.1_1752	94	10.4
NZ_LPPB01000009.1_53	157	18.0
NZ_CM008910.1_81	83	9.2
NZ_RBPH01000280.1_14	35	3.7
NZ_JAMXKM010000061.1_13	79	8.6
AQOC01000144.1_1	121	13.3
NZ_CP103118.1_151	171	20.9
NZ_CAIGJY010000030.1_27	151	17.1
NZ_JAJPNY010000005.1_302	82	9.1
NZ_VLMG01000196.1_1	79	8.7
NZ_JAAQWS010000026.1_46	218	24.1
NZ_JAMGLZ010000046.1_16	59	7.0
NZ_CP026273.1_65	153	17.4
NZ_JH951576.1_71	68	7.3
NZ_CP087176.1_4972	38	4.3
NZ_FJXA01000042.1_7	69	7.7
NZ_QRZK01000036.1_13	87	10.0
NZ_CP099597.1_18	81	8.6
NZ_JYLP01000043.1_16	57	6.5
NZ_VLML01000716.1_1	35	4.2
NZ_JACDUJ010000001.1_796	57	6.7
NZ_CP019889.1_3411	261	27.8
NZ_JACARK010000757.1_1	83	9.0
NZ_RWHY01000021.1_77	153	NA4.1
NZ_NEFB01000054.1_12	200	23.4
NZ_VEWN01000066.1_1	188	18.4
NZ_VLML01000249.1_1	35	3.8
NZ_JACWNH010000015.1_82	218	24.1
NZ_JAHYPD010000030.1_69	57	6.9
NZ_RPMM01000969.1_1	22	2.7
NZ_VKYI01000172.1_1	99	10.5
NZ_VLNG01000415.1_1	81	9.0
NZ_CDRJ01000001.1_4578	96	10.1
NZ_FLEY01000026.1_1	83	9.3
NZ_JACYCQ010000828.1_1	36	4.2
NZ_RBST01000219.1_17	62	6.8
NZ_RPMM01001078.1_1	46	5.2
NZ_JAAQWI010000016.1_63	134	15.4
NZ_VKUS01001873.1_1	40	4.3
NZ_LPQG01000034.1_210	60	6.9
JANUOK010000006.1_4500	120	14.2
JANUHY010000004.1_2071	193	20.9
NCIM01000071.1_1	161	18.5
NZ_PIOL01000052.1_1	22	2.5
NZ_VWTC01000496.1_1	130	15.0
NZ_VKYI01000001.1_155	66	7.2
NZ_JAIRBE010000271.1_1	90	10.1
NZ_RPLA01000089.1_4	79	9.1
NZ_CAKLOR010000003.1_19	81	9.5
NZ_WKAM01000129.1_12	138	15.0
NZ_RPMM01000719.1_1	29	3.2
NZ_CABVHW010000001.1_662	69	8.1
LJPQ01000066.1_1	45	5.2
NZ_VKTA01000237.1_1	84	9.1
NZ_JAAQWH010000001.1_364	187	20.4
NZ_JADPFV010000045.1_2	376	43.2
CAMBIT010000192.1_1	118	14.2
NZ_WKEK01000198.1_1	82	9.3
NZ_CDSB01000001.1_3349	129	14.0
NZ_CP079997.1_843	205	23.3
CAKAKC010000002.1_79	109	12.5
NZ_RPIQ01000179.1_1	36	3.6
NZ_JACOJR010000001.1_1655	258	27.7
NZ_JAELXE010000018.1_67	89	9.6
NZ_JABVYJ010000157.1_71	32	3.5
NZ_LVTV01000076.1_59	33	4.0
NZ_BRHT01000146.1_1	101	9.8
DKLI01000149.1_12	81	9.0
JQNA01000002.1_3395	183	19.6
NZ_LPOL01000032.1_1	44	4.9
NZ_KQ968198.1_20	176	19.4
NZ_VKUS01001690.1_1	70	7.1
NZ_CP034783.1_2096	69	7.0
AP026392.1_1652	103	11.8
NZ_QTZU01000091.1_1	210	22.4
NZ_JANUTV010000002.1_4716	81	9.4
NZ_JAKMVZ010000005.1_146	43	5.1
NZ_JAHQYG010000023.1_1	25	2.8
NZ_LJPX01000580.1_2	364	40.7
NZ_AP024342.1_3758	49	5.3
NZ_BRIW01000272.1_1	83	8.7
NZ_JZZR01000001.1_157	61	7.0
NZ_RBOW01000273.1_1	167	18.1
NZ_JAEDZY010000010.1_4	72	7.5
NZ_VKSX01000147.1_1	90	9.8
NZ_QPCE01000080.1_1	113	13.3
NZ_WJZC01000422.1_9	36	4.1
NZ_JQOI01000005.1_86	120	12.6
NZ_POHV01000214.1_1	86	9.2
NZ_SPVI01000006.1_188	83	8.6
NZ_LKBU01000052.1_1	96	NA9.1
NZ_JAEIJZ010000005.1_1	200	21.4
NZ_JAEIOO010000042.1_51	30	3.5
NZ_JXNZ01000199.1_19	254	28.9
NZ_CABVJG010000002.1_247	35	4.1
JAKZNF010000105.1_78	175	19.4
NZ_VLMK01001396.1_1	73	8.3
NZ_MSBW01000306.1_7	306	34.5
NZ_JAAFFF010000014.1_53	119	13.9
NZ_JADCNK010000028.1_39	450	50.2
JALIHN010000031.1_20	59	6.7
NZ_FJYD01000053.1_1	121	13.5
NZ_PDIA01000052.1_66	171	19.8
NZ_AOKE01000006.1_9	178	20.4
NZ_JACWOR010000005.1_107	132	15.1
NZ_JABEPB010000199.1_1	89	9.8
NZ_FXNV01000085.1_2	117	13.7
NZ_UNUT01000005.1_12	319	37.2
NZ_WMOU01000076.1_2	43	4.7
NZ_JABVYK010000126.1_27	62	NA11.1
NZ_QIXG01000033.1_16	170	19.2
NZ_JACFES010000024.1_78	251	27.9
NZ_JH600612.1_46	125	12.8
JAIJIV010000129.1_1	704	75.5
CACTII010000050.1_23	98	11.2
NZ_WBTC01000182.1_1	47	5.5
JAIBEQ010000718.1_4	80	8.9
JAIJSG010000237.1_1	107	12.1
NZ_QJHC01000231.1_32	20	2.3
CAIYKJ010000408.1_4	289	30.7
CAKNDC010000037.1_2	32	3.8
NZ_WKCF01000488.1_1	72	7.8
NZ_VKSH01000634.1_1	72	8.0
NZ_RBTB01000241.1_287	389	43.8
NZ_CABVJF010000001.1_140	146	15.4
AP026393.1_71	96	10.8
NZ_FNKU01000003.1_2	77	9.2
NZ_BMZX01000017.1_81	351	39.2
NZ_AVED02000111.1_82	102	11.5
NZ_JAJOZI010000007.1_1	456	50.6
NZ_AOKA01000098.1_1	108	NA7.1
NZ_PPTC01000031.1_1	74	8.3
NZ_JADRUJ010000006.1_171	58	6.9
NZ_PCZM01000037.1_13	222	25.1
NZ_VDAO01000096.1_11	125	14.0
NZ_WQQQ01000010.1_34	243	29.1
NZ_NCNT01000019.1_223	400	44.4
NZ_AFTH01000137.1_1	68	7.8
NZ_LZZU01000075.1_95	514	56.6
NZ_CM001561.1_2866	108	12.9
NZ_LVTR01000024.1_10	53	5.8
NZ_CP025034.2_2998	90	10.0
NZ_RPKN01000076.1_27	28	3.0
NZ_RPMD01000059.1_32	36	3.6
NZ_WFHA01000010.1_73	51	6.1
NZ_VKDZ01000121.1_1	28	3.2
SEEE01000334.1_1	119	12.8
NZ_JAFHXJ010000030.1_11	185	21.4
NZ_JAAXYK010000025.1_70	106	11.7
NZ_RPKB01000185.1_1	58	6.5
NZ_CP085684.1_3819	73	8.4
LJQE01000354.1_1	62	7.1
NZ_JAFHWD010000016.1_113	727	81.3
NZ_JACBGS010000038.1_12	56	6.7
NZ_PCQE01000096.1_6	96	11.2
JANUOK010000001.1_43	67	7.8
AEJZ01000041.1_25	75	8.6
NZ_JACYVP010000003.1_258	43	4.7
NZ_QONV01000086.1_26	30	3.3
NZ_JAKVZS010000104.1_5	54	6.1
NZ_WJZE01000237.1_4	197	21.1
NZ_JAFFSO010000123.1_1	59	7.2
NZ_CP076652.1_4904	131	15.2
NZ_LDBV01000022.1_184	269	30.8
NZ_RZWB01000199.1_1	59	6.5
NZ_RBTD01000084.1_1	256	28.5
NZ_BQIJ01000027.1_26	42	4.9
NZ_WKAR01000279.1_1	32	3.7
NZ_QKVR01000123.1_1	37	4.3
NZ_RBSO01000103.1_1	213	24.4
NZ_QQXS01000052.1_5	58	6.2
JAGUYD010000100.1_8	43	4.7
NZ_FXON01000060.1_1	61	6.4
NZ_PJDJ01000025.1_56	80	8.9
NZ_VLMK01001439.1_1	72	7.6
NZ_FNYP01000183.1_2	20	2.2
NZ_VKVI01000838.1_1	76	8.5
NZ_PTSP01000026.1_25	144	15.3
NZ_JAFNIK010000001.1_876	92	10.1
NZ_LMCV01000007.1_49	69	7.6
NZ_CP097107.1_399	562	64.4
NZ_RBRQ01000246.1_1	119	13.2
NZ_LR607367.1_3650	85	9.7
NZ_VLMO01000831.1_1	77	7.5
NZ_JACDUH010000003.1_108	331	37.6
NZ_CP005969.1_4735	66	7.3
NZ_RBSG01000413.1_2	110	11.8
NZ_RBTB01000056.1_20	81	8.6
NZ_JACYNQ010000001.1_198	81	9.2
NZ_RBSR01000053.1_1	150	16.8
NZ_JACDUO010000001.1_1044	113	12.8
NZ_POFT01000006.1_161	25	3.0
NZ_LGLI01000039.1_89	135	15.4
NZ_WISW01000129.1_13	229	25.2
NZ_FWID01000002.1_261	367	42.7
NZ_PICH01000564.1_1	41	4.5
NZ_WIRN01000054.1_45	57	6.3
NZ_LCYA01000152.1_9	115	12.2
NZ_JANUON010000005.1_152	45	5.5
NZ_JACNRV010000008.1_40	244	27.7
NZ_JACARK010000313.1_1	55	5.6
NZ_JAHWRH010000113.1_2	31	3.2
NZ_CABVHR010000001.1_409	64	7.4
NZ_FYDQ01000007.1_182	103	12.0
NZ_NCTJ03000011.1_574	325	34.3
NZ_WJZY01000224.1_13	185	18.6
NZ_KI535469.1_1359	113	13.9
NZ_JAESNF010000294.1_88	707	81.3
NZ_JAGWEB010000024.1_1	23	2.6
NZ_LVUB01000028.1_34	145	16.9
NZ_FJYP01000030.1_35	133	15.2
NZ_JANUNQ010000001.1_4455	282	33.1
JACWNU010000479.1_1	145	15.1
NZ_LZZU01000060.1_222	64	6.7
NZ_QFLX01000881.1_1	46	5.2
NZ_CP027063.3_29	160	18.7
NZ_RPKZ01000036.1_16	61	6.7
NZ_JACVAI010000002.1_170	90	9.1
NZ_VLMX01001060.1_1	61	5.9
LJRE01000324.1_83	46	5.3
NZ_CABVHU010000036.1_2	76	8.3
NZ_POFB01000152.1_1	68	7.7
NZ_CDMA01000001.1_2622	194	21.8
NZ_RPLI01000210.1_1	43	4.9
NZ_BCAS01000077.1_49	84	9.2
NZ_WKBS01000003.1_204	62	6.9
NZ_VTFH01000001.1_3275	69	7.8
NZ_LJRR01000460.1_8	53	6.1
NZ_RPHL01000003.1_353	75	7.4
NZ_WABE01000272.1_1	261	28.4
NZ_RPMQ01000059.1_26	65	7.1
NZ_JACARK010001604.1_1	107	11.9
NZ_PXLS01000225.1_1	37	4.4
NZ_CP055905.1_240	117	12.9
NZ_JAEKCQ010000032.1_1	36	4.1
NZ_UKAH01000011.1_200	148	17.0
RZJN01000063.1_24	156	17.6
NZ_JAAMQG010000001.1_2264	121	13.6
NZ_POHJ01000210.1_1	86	9.0
NZ_VLMK01000844.1_1	36	3.8
NZ_CP077080.1_2017	92	10.2
NZ_WCIN01000025.1_29	47	5.3
AJXH01000187.1_1	47	5.2
JAEWXM010000112.1_12	405	44.9
NZ_JACWNC010000018.1_154	545	50.4
NZ_LCZD01000052.1_5	68	7.0
NZ_MOBC01000001.1_266	48	5.1
NZ_QIXS01000006.1_337	173	18.6
NZ_NCLH01000084.1_11	69	8.0
NZ_JAJMNG010000245.1_1	102	9.0
NZ_VLLU01000102.1_1	120	13.6
NZ_CABWUC010000031.1_1	21	2.4
NZ_RBUZ01000235.1_48	92	10.2
NZ_JH600578.1_22	105	11.6
NZ_JAKWII010000096.1_5	118	13.3
